total_loc,file_count,avg_complexity,duplication_percentage,team_size,functional_points,actual_effort_hours,actual_time_days,actual_cost_inr
9966,193,5.4954493149397825,9.720205011252547,6,194,77,2,21491
70167,469,1.9799247299436444,0.02667132173697421,2,908,522,46,326646
64127,532,6.749253518278382,2.9757003333590926,7,722,830,23,603243
58006,357,3.638913336458601,4.420391455244544,7,488,446,12,175537
28238,240,1.6540548721979715,4.783821629899549,4,905,464,21,268714
92701,1450,2.826677224062498,8.23772273561934,6,2000,1028,33,233621
30056,209,2.6752812243500887,0.01543963611643931,4,990,623,29,90320
76395,1130,1.3264418058518803,0.001155748209154241,4,2000,680,31,248705
5539,30,2.9681952421108706,2.237053345051107,6,85,39,1,5459
47341,342,1.8316517695280132,0.10405966647894938,9,936,953,22,125343
42633,654,1.1182912321722536,12.8462398980812,7,2000,744,21,537680
28370,146,7.532262585611213,0.8788938557591855,2,410,446,39,319325
78915,641,3.2567594604907995,2.239715609454952,6,970,769,25,235325
39379,762,5.608806510513795,0.22080233472313587,5,2000,576,22,246658
23988,170,3.4798061928422808,2.5838604423869116,6,461,252,8,61777
17730,220,1.9714874244242582,1.6728776314442877,8,285,186,4,98739
61163,362,2.5814718752195915,0.15990803901305012,8,1128,967,24,727806
35244,206,3.477707022155869,1.4285429305017636,3,739,373,22,81129
52261,265,8.09544865749804,1.7382863002811448,9,557,590,13,173778
96818,804,1.6436907237727176,16.09072489929156,6,2000,1073,35,216234
91174,808,5.574367660527571,0.815674287530828,7,2000,1404,40,378186
77460,482,6.6717016773157365,2.754407654153938,9,1735,679,15,163463
51079,834,3.4418296171031875,15.285824336967208,7,2000,624,17,446082
97761,766,6.890544934553411,5.496083422938484,9,2000,2028,47,937005
7079,55,2.116051578569622,17.555207617315634,1,115,52,8,23034
26289,484,7.7274941966887285,12.079849019762232,1,1602,517,88,167797
42700,399,3.66924317870217,2.353547356847948,3,892,681,41,169277
59660,337,1.0944097468590253,4.171876417601869,9,1340,957,22,354987
78140,441,6.222336504161647,0.40961142490288854,1,525,818,140,397513
61658,1103,2.457643506292278,2.0365522649657084,1,1305,504,86,179760
86305,1583,2.356942070431006,5.794526274524476,5,2000,702,26,150431
7010,85,2.838730194912192,2.4635630672760023,8,232,81,2,32548
57813,321,1.3559492835416433,4.245536035166379,2,759,587,51,127928
46957,774,2.3932732347828374,4.7930486627698095,4,2000,914,42,148272
35064,225,4.912941140173647,1.023114137281296,6,856,712,23,214818
85767,1526,1.0343278408776257,7.297682825189208,1,2000,927,159,357148
25327,181,1.7011726934429698,2.155500766395991,4,315,292,13,72788
6078,62,1.0054067285357047,0.8258483427504391,4,299,116,5,39013
87627,527,2.1821921862278364,7.019480514262628,9,1770,1153,27,160393
17253,222,3.8668504722369574,1.8934074249628916,9,568,337,7,165140
59865,420,4.527294839677033,4.85640713681188,6,1766,1553,50,380471
99184,1276,7.388532175811877,2.7795119466054623,8,2000,1531,39,1044003
39171,254,3.0631194021513073,1.6837076283920585,4,499,409,19,172578
69619,387,1.646514738882757,5.810283398868542,8,707,643,16,153183
9603,159,6.673735177317707,3.0737010521887047,3,411,131,7,92351
60803,340,4.2847302685467845,1.7332637910926998,2,1509,898,79,330538
64479,477,2.879508988596207,0.406287305258632,6,594,654,21,240153
95557,1583,3.6169985081603118,7.903157609272261,5,2000,1331,51,489602
57966,534,6.678625022789953,0.12639869554887642,8,2000,1255,32,967173
17005,258,3.7415605580964737,6.9619997838310494,1,383,216,37,70174
45938,302,2.0108089986933617,1.561794454728643,3,1062,553,33,262787
58379,361,3.746416934506488,3.5693565749661103,7,669,562,16,196336
89589,1573,1.090445936583387,8.937636043469826,4,2000,998,46,202111
26906,222,2.0745622597023843,0.5758505575959686,5,562,384,14,255796
45100,264,2.1471238508435437,2.9291611389315078,8,371,322,8,120050
22268,117,1.4015604104499273,5.0601576223727065,1,389,169,29,57751
70219,574,1.051383472041614,4.959847656076408,1,2000,953,163,367622
38814,202,1.3149434600660341,2.610200975092604,7,751,609,17,127306
54193,431,3.3388515693584626,3.4304715223533306,9,1529,625,14,90828
55519,538,4.566085559704034,4.959027117843457,4,1614,504,23,168825
49245,280,10.767893927300745,6.4365871998554836,8,861,703,18,174306
77525,652,1.9354485738356926,5.021448621905753,7,2000,776,22,535336
93049,805,3.012427979205639,1.5293719952425584,2,2000,919,81,670647
77911,657,7.087233382243732,20.02652856860982,5,2000,954,36,345768
2561,14,1.4020979506325826,1.995174114033343,9,46,30,1,8892
14391,83,3.7821028644636687,0.08669127540787937,9,134,114,2,39183
46904,448,4.0941025912099835,1.5763456528630753,3,825,499,30,67914
77071,825,1.205008161452011,0.4785094325890131,3,1683,1347,81,757713
93571,788,5.345169609555205,0.4531591846129062,2,2000,931,82,143647
65046,494,4.68985885229198,1.1572342007389556,7,1994,1339,38,840740
99089,1268,1.0747419860946532,0.19198470756323954,6,2000,770,25,199616
84180,503,1.210106720497437,4.082382743742596,5,1010,769,29,241138
61432,521,1.1108242462855717,0.2690416410723718,7,752,435,12,136992
77894,833,1.8966818216605805,0.7954239051459394,4,2000,1024,47,524142
30941,541,2.566179780416166,0.34125793315434183,5,2000,749,28,244286
48858,624,2.672066588900698,0.2283785742071229,9,900,608,14,276952
76372,398,1.6853431692741412,1.0907244873955373,9,1667,999,23,282720
37743,424,6.336865798115158,2.9693861903617957,4,1181,495,23,106819
50508,753,2.010419911745723,11.702121315207894,6,1728,400,13,113628
44050,387,1.1025644048964798,7.293666525821367,2,1531,733,64,262904
56949,638,1.7853987716113902,7.304293485945097,3,2000,1076,65,787389
28144,616,2.6662488657883996,0.6778313737886189,9,2000,645,15,70598
16097,175,2.154171512194351,1.0771548213665632,6,227,142,4,19414
79851,628,1.7039744180456673,0.2781413792149281,8,1428,895,23,711016
98705,769,1.3097252442535359,5.2751641767685395,5,1751,1001,38,247980
24011,247,4.7623685028000065,0.25330615469615364,2,572,273,24,63040
55633,498,13.228583579896664,2.847245700175797,7,1498,1280,36,694573
82666,425,1.8795477178326232,0.9969872723457771,6,906,501,16,152852
94970,946,2.0574383871210418,0.9764330912187562,2,2000,1640,144,929777
14671,180,3.117352396146428,16.381535194925203,6,444,233,7,37879
94563,1197,3.7883128855712385,4.948258356373798,8,2000,1546,39,337717
58041,512,2.0947837453860134,6.347715893186543,1,1747,886,152,440802
58105,359,6.176900819124766,2.9700707029521674,4,1297,605,28,189787
86350,1183,2.806177160788639,7.168187725105945,1,2000,755,129,162414
58812,383,2.3168022608554883,3.6295708593968534,2,881,726,64,208243
43641,1005,3.288793334556876,10.226976104749784,1,1090,441,75,87061
23487,219,7.717574424917967,1.1562773061593317,6,313,239,7,67982
94080,573,4.481640253303142,3.1663013383208147,6,1180,1332,43,626890
49008,520,1.0898384789600088,4.100623710094332,1,656,505,86,82096
85557,657,1.8886485329295277,1.7469312232626089,4,2000,1010,47,290473
13157,180,2.398994318357918,7.412415543230052,4,898,316,14,41992
64128,404,1.8307913118060126,13.657802466528285,8,566,677,17,165408
55831,1154,3.65011604575272,2.38267106972808,6,2000,621,20,196213
24958,141,4.850545634425153,1.733714946233701,2,208,201,17,53208
48789,680,3.8915207303557495,2.2348950492165383,5,2000,1086,41,372942
44738,248,10.989380071023826,6.70436706972908,4,886,681,31,123907
91698,951,1.7000549104274285,3.6293525426427635,4,2000,1207,56,138377
46586,299,5.574586511893981,0.16031964731603815,8,435,473,12,288804
20667,226,4.201217079635903,2.734400015218496,5,511,215,8,163335
29839,161,1.9893338821447566,0.061080314804369415,3,219,251,15,55797
57904,960,3.914400035978932,5.276223367630153,4,2000,825,38,317736
3854,56,1.241779213255458,1.3928660873177996,1,260,60,10,23684
27144,228,4.426453537796053,2.2353560811856426,6,940,418,13,147087
67360,1268,2.671986026651812,5.6099756606306554,4,2000,790,36,582317
67012,939,1.760586459069029,0.1664676181172563,6,2000,841,27,200967
8806,46,3.346226195573628,0.6041651894644948,2,208,91,8,16320
8994,45,3.2575550787298058,1.7760120559325712,5,125,90,3,20550
18137,181,1.5171588266235156,0.9144365252977444,9,289,155,3,28212
84086,447,1.0679117943424878,1.4431929066349627,8,1944,1064,27,305728
82042,645,2.250688153884716,22.071110885925563,3,1366,1319,79,547252
51712,621,2.8542381584355665,6.108691149476204,1,754,996,170,254434
29825,195,5.603207274388384,7.536616580961382,3,293,278,16,190414
6026,41,6.795030456513274,9.67920844898817,8,140,82,2,50649
9596,48,2.6554641859640835,1.4592705776313348,3,164,111,6,48483
56547,686,4.083575474074607,1.2337775229974528,5,1399,934,35,349645
29906,202,2.272865246437857,0.9332914344665939,2,789,423,37,226430
88299,1827,4.015637933791041,6.2042567723238315,1,2000,1106,189,247674
41421,711,1.504159790907631,3.9831219138116447,5,2000,513,19,269895
65195,1604,2.0201992781084703,0.9429441809133432,5,2000,714,27,274398
22756,113,3.2126391919971122,1.656195993496087,6,465,264,8,145127
55247,328,1.0403146582832656,2.47331566456743,2,1316,838,74,146563
91496,551,3.819948853286515,2.6287557412979723,9,1119,674,15,521855
49766,409,4.971133199545756,7.6852131481234025,2,916,598,52,253057
82468,937,2.120671378652357,1.6763226751098894,2,2000,1065,94,568185
38887,605,2.3070264271627545,8.370876393650555,5,651,304,11,38930
63046,736,5.192550583591696,2.0379224389086805,9,1611,1157,27,208537
21827,217,4.28805093740278,4.801612595437321,4,628,326,15,37255
95181,591,1.7477521614676599,9.320149284139227,6,846,724,23,87601
68156,539,1.8613590881294013,8.334778867722129,2,811,587,51,86274
3181,60,3.4990567567584763,0.20523655578596225,4,171,119,5,17555
34296,799,2.822206072401263,0.8060481191175684,9,2000,471,11,250809
36835,653,1.3894245678854804,2.2679755019001187,2,2000,857,75,326713
80202,758,1.8161166325895435,1.9769731351681454,1,2000,1566,268,1195087
79678,420,6.065319326676769,3.5844590836647297,4,1217,777,36,176185
25598,180,3.5636849470791576,10.133011180522459,4,456,289,13,208156
76965,457,10.3871033935424,0.41733788537668315,1,809,827,141,84117
31756,277,4.204895327928705,2.104277402319044,4,439,423,19,189455
67795,692,7.263117389012106,0.7479572105402733,3,2000,664,40,172436
38000,662,1.5358909940102783,7.858661228732349,2,1893,610,53,143652
84999,471,4.24753633044981,11.691693623091346,4,1959,1522,71,582135
47801,289,1.0449343208349757,2.28001484743184,8,1102,673,17,214769
19133,285,3.4441304290086094,0.38439225675693045,7,506,266,7,53526
10905,89,2.393754991862977,5.384710568312474,9,270,107,2,57264
35951,304,1.9367837443163465,4.180711799580813,8,843,662,17,235406
26932,192,5.363559164844261,1.5329816110985743,1,517,260,44,159280
63537,331,5.237164473445489,7.643929796153309,2,1049,648,57,409845
14044,105,1.0496191261655805,13.029524460554743,2,517,324,28,134931
19973,157,3.0687489404045882,2.8564017771915218,8,667,174,4,45738
40472,842,2.0089209948819002,2.919294031273616,4,2000,602,28,181602
89564,1788,2.1820027729018383,1.2359518581209668,9,1999,1175,27,192314
15479,221,4.92487441353807,3.0740051713973227,2,345,234,20,33256
36851,815,1.8158292849769153,2.0271299502825375,4,1091,511,23,63270
89922,565,7.304233550957699,1.2593346192827783,1,1159,1632,280,369964
5210,33,1.435609867427552,0.2434200775161816,3,91,51,3,8486
54441,881,3.3910678398832297,1.0195467995169747,6,2000,963,31,505537
12187,70,3.453136505984751,0.771629084522758,9,210,152,3,58751
23862,368,1.6393491413116434,2.733422189405629,1,1697,462,79,147848
82717,937,1.8638810139287607,3.2216608415515373,5,2000,1083,41,276550
9696,121,4.961296444859881,3.2828354446367873,2,200,120,10,38760
18413,184,4.156266703498044,1.7196157774462408,7,811,261,7,155476
66649,825,1.8780838965727118,1.913973798816506,4,2000,1210,56,959363
23805,201,2.6796480850225395,6.290216961919953,5,565,392,15,135163
67464,641,1.1400620154913828,2.26347797898994,8,2000,982,25,350554
73545,371,1.5150994235589565,15.414475378490156,2,509,661,58,113190
78745,1608,2.46340252778555,2.026973238162453,3,2000,1049,63,205649
2123,33,1.197771138229479,3.670189388600463,5,121,44,1,29561
59896,1236,5.077982980709073,0.18086415064038225,4,2000,1477,68,1021696
80173,572,3.784914505878625,3.7079370595474996,5,2000,988,37,451792
92297,1894,7.326943251344571,6.673361740617128,3,2000,1537,93,625789
64529,371,3.6013450219205265,9.993330749398062,9,509,389,9,79281
61727,506,7.204270005360277,20.727583570054694,8,843,756,19,515740
33948,273,2.7788896748427225,1.160370928460468,6,626,500,16,189933
37904,291,3.0170422996454596,2.9978803054867096,1,411,504,86,181925
15479,229,9.296207391522664,2.0970014863336206,4,975,312,14,100237
59764,834,3.260682826812559,2.9039307524397033,7,1824,779,22,123080
27866,306,1.0687949507766954,0.5996402340287446,5,1500,304,11,97165
68199,505,3.830608200262116,6.786434262335968,4,1924,965,45,280561
36160,491,6.189413238277496,8.411086332283753,9,831,635,14,210670
94833,1617,4.492675560105895,2.0902771116892835,8,2000,1190,30,429166
69222,354,2.9286724865240688,1.1518544633004277,3,1015,904,54,174872
16187,371,3.447765069663376,0.5312736153884583,6,1101,495,16,341543
48968,290,11.173977907782488,4.029441908824213,4,911,856,39,439373
23325,140,1.2090847309519643,1.3100621591083526,7,157,178,5,36291
95386,1089,3.420766217166283,8.409910971027905,1,2000,1431,245,731468
6743,109,1.7331153652656797,3.8910740623904143,1,321,167,28,38451
93159,1471,3.2481852375213527,3.6314944706580143,6,2000,1072,35,300362
36827,242,3.0581739955690024,2.8686792642776022,7,1031,395,11,129413
11105,77,1.3665069825375933,0.16400016488985672,9,148,88,2,24772
65797,398,1.5095477640551753,9.404876502603203,7,475,463,13,203862
16129,84,3.13813954405851,3.4604269352077246,9,320,147,3,47251
14326,95,1.3019050999466208,17.94233036486133,9,466,182,4,71981
63746,981,1.6778879770668627,2.6977940291773717,8,2000,1020,26,329492
60703,768,4.967257979547803,4.333898852546325,7,1565,968,27,455714
28831,164,1.8715210369685313,0.20247894360738175,3,266,198,11,44213
69026,939,2.4730059378311733,3.4963449040276884,3,2000,938,56,724403
6097,118,7.231718306312526,5.063379512755634,5,272,175,6,82868
55606,364,1.5668720627230424,5.2758902985597045,7,981,431,12,135985
78329,750,2.0861035314295364,5.145565363416665,7,2000,791,22,380615
49915,266,3.051647206480448,0.8979201826653601,1,556,403,69,145745
42192,292,4.0973391062445765,12.967314331972878,8,351,541,13,91065
62639,1150,6.102365774109205,18.67397493994297,1,2000,758,130,337965
66177,345,6.435505068438596,0.2751207844445376,4,1525,927,43,260478
21917,269,4.297735743236378,9.645551977530245,2,805,399,35,74954
37961,404,1.57023860436162,1.1960018946424764,5,1963,947,36,375376
13528,129,1.0552689899800352,4.09106680637775,6,388,174,5,124639
44034,913,2.0651110505184747,1.4443005187307836,4,1920,650,30,127646
10358,86,1.3357761065709097,12.020299559828805,4,152,94,4,19507
57875,968,3.726266324115282,0.37461503425012216,7,2000,1021,29,421050
81680,784,3.3807090069182446,2.4102782820864457,4,2000,1268,59,131172
95047,988,1.0989289461485752,1.9554494520376033,2,2000,1285,113,307387
5569,34,4.985335256907234,1.3809598751895773,4,136,109,5,22119
28954,171,1.6292172256334048,3.6299998756461336,7,667,270,7,96174
6356,98,2.245274186175185,0.49166705841559366,1,114,45,7,15182
76356,774,3.4253256235575535,4.413906782096208,4,2000,967,45,193041
34037,341,2.234419484049562,13.797267070511111,6,1067,582,19,310800
99234,1545,2.2806657409940367,5.713733460496409,8,2000,769,19,362780
1751,10,1.149337381861174,6.8818138451044755,8,31,15,1,5000
50388,328,2.1291157637417157,1.560018862021197,9,1131,687,16,461982
84830,1203,4.184549964922857,1.3750611413707685,5,1922,871,33,288386
25151,254,6.427797611496816,2.547435602499612,2,678,495,43,96922
27486,482,2.1738710049179195,0.16381778437948938,3,1129,366,22,238109
75154,534,2.2120434174685877,10.174342226483589,2,1282,596,52,67751
16284,274,3.6680904655672895,0.5433188887858904,9,374,216,5,121701
33887,171,7.293566420221548,8.166125568747471,6,280,356,11,76212
21721,131,1.6835239810698277,0.30549025068084307,1,215,241,41,73702
75664,738,2.2761672881972386,6.0532105751955125,3,1839,824,49,351252
78084,589,4.496909096298575,0.5769065854484988,7,2000,841,24,241773
59892,322,3.0698108834055664,0.1360717773137784,7,587,666,19,220836
45353,352,1.2578242629853804,4.449003804851379,5,937,491,18,50982
34151,502,3.173915105742685,1.1510541256871267,3,1127,736,44,239191
49911,496,1.454766719116553,4.387249211154482,7,2000,739,21,479665
30547,174,2.5703394669575443,2.8345540624267374,5,208,223,8,130475
84030,587,2.656856214063443,0.4031814580218523,6,1048,838,27,274189
30354,210,5.5960531707686805,9.415567869015325,3,386,305,18,81007
84145,470,2.3657949052812834,2.1071871381828733,6,2000,995,32,200198
57518,314,1.7210058968513287,4.64079658344585,7,1030,465,13,367924
14572,77,1.5777652099706527,2.4331664369763515,8,119,122,3,14800
3571,64,5.561643666898458,3.245390050546277,2,133,41,3,14735
95904,754,1.4126060781041105,1.2622578126970152,2,1260,1128,99,831825
8429,53,2.220773225909298,0.7825791146952068,6,79,82,2,32376
34965,217,1.4559216763141927,2.737461496397276,8,908,481,12,189788
46950,342,4.265120194689475,2.0307335820972807,5,1020,679,26,245044
54320,814,2.4149580683122114,1.7306867719160028,1,2000,873,149,688907
93908,560,1.9515967775741496,3.907653472869025,1,1302,776,133,96443
6497,41,1.9856148915493672,4.104865153315175,9,131,81,1,54974
98009,1822,5.206381071976742,0.16452734339400157,4,2000,1627,75,220240
35625,311,2.7752451781245284,1.4476523934555525,1,694,341,58,143318
53172,783,3.783835350558034,1.8571979525646642,8,2000,890,22,317780
90206,959,6.001480670710623,0.35669658445038027,2,1535,1186,104,630837
83920,1956,6.104341681095451,0.9417020991092317,2,2000,1022,90,595803
84630,813,1.8761604430905952,0.18558048972397045,1,2000,1384,237,293351
23384,182,7.701200120859934,19.5436311707863,1,269,309,53,122523
61430,441,1.0554191342946342,4.668716582731536,9,2000,932,21,628022
83469,571,2.040478665639637,0.3202940020230717,1,752,814,139,254985
25222,145,5.975150807696231,0.07160023105849847,6,347,316,10,174741
70653,948,1.7063823669954135,4.446488670153652,7,2000,630,18,71355
82006,1383,1.7016698566471704,2.024319407123817,4,2000,1215,56,880915
94888,538,1.7929418194953808,5.409282028158183,5,745,997,38,210055
62912,967,3.084627508970513,8.99552974622413,4,2000,1225,57,833456
8099,41,2.2690606101641615,3.2009013126386354,4,200,58,2,12359
22536,128,3.854087851538746,0.7250513894736048,1,220,203,34,25965
43063,358,5.956477388600925,5.334527401529714,6,1639,1064,34,271557
2196,11,3.467233261428831,10.917536727567873,7,35,25,1,11438
25379,456,1.5032337134088627,3.038179910019249,7,2000,689,19,124801
26301,297,6.9363175707732445,4.00993554085286,8,506,382,9,137476
19815,139,1.6758291087971027,1.440937839880544,7,579,221,6,176002
29409,306,1.3572680733428033,1.6817600285180148,6,379,257,8,30699
15178,80,1.2074043902084926,4.643528821731398,8,362,186,4,103859
56714,1123,2.8231413084685792,9.197702549374952,3,2000,1013,61,526805
5205,40,1.2656945791985716,3.470326704538776,9,99,64,1,17673
94948,705,1.3286811247015353,5.459733177835549,3,1242,976,59,269202
2939,20,1.7847806749082071,0.6590549752422151,4,85,28,1,17805
69020,853,1.7277656171564582,0.8337184609444784,6,2000,1013,33,244786
43719,444,3.039281364512888,2.6577638604183327,8,1084,435,11,306466
42921,245,4.733131992715891,0.679901385612386,3,679,649,39,130359
13593,190,4.152062748867989,3.5274554673638323,6,818,170,5,47533
17169,99,1.6698298478074884,1.2068750893111104,5,233,203,7,73547
7631,58,1.6191875138514185,5.487904430496301,5,78,67,2,52767
37151,229,8.425620417346288,5.77792177942009,5,1063,514,19,324957
7836,50,1.0181947630145536,2.181286305596282,9,127,71,1,8141
7810,106,5.6594621759381605,0.6980400245169378,7,253,144,4,59153
67255,513,1.490169367124308,3.642274724028557,9,932,944,22,156396
14075,78,7.474253264807129,17.26155500125453,9,357,275,6,136345
62524,572,1.9218384008956397,3.410489349887065,6,1069,598,19,274163
45703,234,2.2769830926587584,0.12750600924220196,6,829,448,14,332471
23352,207,3.7015876940892234,0.061058421709829454,4,936,595,27,88913
80897,1287,2.9490437537134198,1.351682262302814,8,1466,621,16,150310
1531,14,1.8418006645865637,0.7626050215338738,2,60,32,2,14741
74703,388,2.775526030086687,5.869221871163526,5,1025,663,25,74525
37581,412,3.8863006554986734,6.520770152074169,1,1496,718,123,249691
92673,518,1.0951658235541457,1.047341075625243,2,1289,827,73,337858
9657,53,1.0247774772638574,1.3789939440858254,1,200,149,25,92377
75071,781,2.3477481357873256,0.9432877938601987,6,1575,868,28,246684
262,4,1.3110257781346153,8.365467230992754,2,4,4,1,5000
34842,223,3.40167250694273,2.4446097813850636,4,1068,444,20,146861
19775,220,1.529903499362305,3.7362922973042467,5,234,136,5,49283
74097,448,2.2476935052632654,1.8793874796168697,7,1924,707,20,240549
17115,154,1.4845201946588333,3.48948985162164,1,258,255,43,145346
50157,426,2.749315814083122,1.7063369252032912,5,1094,615,23,399156
32691,198,1.2713891236981718,1.4525992146779767,4,849,534,24,403424
93683,925,1.0514316025913772,3.522520686710295,7,1686,742,21,237532
9933,89,1.1154674453567095,3.1296717008549098,7,397,174,5,26965
7996,79,7.7864456402187585,1.216150756649694,8,236,100,2,42226
33072,334,1.337666611197749,0.5661344293332,4,823,410,19,82276
49833,401,3.7118094798742436,1.609225770803551,4,1463,1047,48,753478
41900,247,1.1547552323079209,1.8776846673188736,5,584,306,11,215891
96144,982,1.2518316452123264,3.4674595369477945,5,2000,1133,43,228550
5447,43,2.564330128137159,8.608513817559862,3,169,123,7,22862
59163,401,2.3755440800964953,0.12899495501809002,5,897,567,21,117265
95950,1154,7.661267180122671,0.9774296251769952,5,2000,1331,51,585935
2743,32,7.374356553197497,0.7536170937065749,8,135,43,1,16304
40885,215,4.3271709140116,2.442112956116978,7,907,543,15,178035
18781,120,3.027430154255881,1.9655795457936318,8,358,215,5,147928
50126,378,2.3351726846626333,4.570213553589239,5,1174,629,24,229997
15992,111,1.9687344007668743,0.971672594262822,2,420,227,20,52135
47399,1060,7.466056434051337,3.1592063132860213,8,2000,1429,36,444543
17173,123,3.0318965271577256,7.53527375333679,9,328,195,4,50783
30782,253,2.9036484168445638,8.454265921961095,2,1259,374,33,134827
97898,768,1.5804409741350283,11.161301972457006,1,1221,1090,187,414150
96994,994,1.1052113490416766,5.193847307136432,6,2000,913,29,287880
14389,271,7.388484758021671,8.275161468586806,3,1231,488,29,214512
8027,113,1.8282819724359767,0.9354323785625296,1,423,104,17,29011
48430,252,2.285795437281884,0.7704350300480582,6,1139,379,12,42428
66807,633,1.2678739212744425,0.02278228008189293,8,1484,876,22,220275
77554,676,4.989790094868972,4.2946806269148174,9,1411,1280,30,463874
65528,1352,1.0616457016032768,9.702223527574697,6,2000,991,32,509286
50701,1101,4.950566052770822,0.7243062617083319,6,2000,1110,36,621874
77565,501,1.3325395807396352,3.5461895602048767,1,1923,744,127,493005
2639,20,5.788338435443664,4.80281454732234,5,31,25,1,5000
22769,187,3.878681498874212,9.19010965946294,3,752,335,20,73902
71068,900,1.3958432211382843,3.6431196706302735,7,2000,1035,29,405870
20744,130,2.8354412153038426,12.307390329059837,9,269,235,5,35449
18845,281,1.824825851581422,1.4791740126161095,6,836,244,7,88785
28328,402,1.431856698810391,1.507355409323082,5,1522,523,20,114308
34621,304,5.312634520946624,2.7408474193570216,7,318,284,8,159687
97339,1134,2.136771250980262,1.692950026828522,9,2000,781,18,284920
27028,339,2.11848312794916,0.004993609618088759,5,1073,633,24,205907
18422,128,1.4096247124951742,4.6057130259374865,5,240,180,6,39420
57814,401,2.062583950924412,4.876151775036718,4,1608,558,26,247413
87996,511,5.5160194161985965,4.809928964959619,5,1131,871,33,127659
62392,584,1.9926129424417134,1.4810305857259873,7,1230,611,17,182282
29155,563,7.6623239613393785,2.5856261292302114,3,1624,756,45,167688
42991,513,7.43391762645965,1.561860039724268,4,1900,819,38,242991
82012,416,1.344377637875151,0.05658231080307277,9,1961,1073,25,350267
6688,49,1.4293901560719418,2.892966560150505,2,76,53,4,14246
90636,590,5.367875885862688,0.4624060459499145,8,1525,1135,29,860880
6404,155,2.0974319228393616,0.2919928460349882,9,196,80,1,61604
7445,60,1.009643867484413,4.929876563721793,5,242,141,5,39171
29400,639,1.70406319029644,0.03343086169273169,7,1783,320,9,76205
24359,185,3.002837569649783,11.180362113070418,6,708,379,12,86569
91106,486,4.532703813924057,2.534465677276812,1,1112,1020,175,227556
88653,454,1.3149621961838798,14.264281200492107,8,1987,990,25,493909
15452,122,1.2577130071022349,0.20911599595675567,9,382,134,3,25674
33465,295,6.6149170542891325,3.065789179419596,1,1408,792,135,517241
19546,102,4.05997651260084,1.5041184284291664,8,134,200,5,53467
2436,16,2.960333550205907,6.491055928900224,3,48,23,1,5000
62132,1233,4.225522322586398,1.5686980883366268,6,2000,1123,36,344502
75515,659,2.232244294249116,1.0561747019802332,8,2000,900,23,243932
97952,1248,4.125545679784188,6.820751596898812,5,1363,1602,61,566923
98976,859,2.0227831978066737,1.643070554566312,8,2000,990,25,112061
7621,67,1.615645814338353,0.059418136762846144,7,146,75,2,18912
71807,539,3.872509165669325,1.7316962948601258,7,1076,698,20,248027
23581,242,2.197157107255475,3.719894823040383,7,712,519,14,244203
18574,280,9.763399711124196,1.0272911266127775,9,887,583,13,188328
46860,388,1.9459806451968156,1.9796420566218211,6,1577,1043,34,589761
55818,322,6.604627458479446,0.2043543658491322,6,828,666,21,82877
44729,305,6.945508446129228,3.1043501199206185,9,841,715,16,383635
45332,481,1.6091314040277997,4.9412877118747405,6,1510,907,29,410647
86644,456,4.5212829076530365,1.8664207573976959,7,1175,960,27,139683
67269,361,2.24856024977156,1.9079492142801893,7,1681,1080,31,121765
50769,690,6.4895648600582625,0.3234878293947505,2,2000,1104,97,799398
78121,1687,2.3157385483706463,0.7895040287972753,8,2000,784,20,604208
69284,436,4.0002828562879555,0.5881206407275026,6,436,583,19,89299
48045,278,2.3841799634332665,2.3001210928841673,4,1279,637,29,195811
13240,67,1.5687278823635362,2.6370395869593697,7,100,147,4,100516
83557,458,1.489129392980072,10.41164753421929,8,905,942,24,195327
14457,106,2.2190979296259408,0.2661801783624862,1,170,125,21,37416
68773,551,4.098739858727436,3.205862517276786,4,947,869,40,637946
65733,1478,3.043911112320383,2.6166008966216427,4,2000,724,33,171645
77043,969,3.5668963821042223,2.541532334533447,9,2000,1394,32,751233
96211,847,1.7298287496382398,7.226881238817912,6,2000,1396,45,832632
78358,557,2.444719242326755,0.8053175040514537,4,1072,734,34,160929
13024,100,1.0999039987188488,0.14569734623688957,1,294,126,21,40606
69386,436,4.742602035533952,3.9044942319734357,8,2000,1364,35,404876
93369,1101,11.107777108496208,1.4817616642829685,9,2000,1136,26,331528
74171,568,2.1491853101666623,0.062112600201013723,5,2000,720,27,550108
57426,1061,1.0242532331884364,1.0133051682408474,5,1863,664,25,264305
90123,848,1.4093755105614876,1.2953096363397296,8,2000,1262,32,937672
30751,192,3.3255495186286455,3.357544351297302,8,458,436,11,145960
70302,465,3.0832996549588323,0.6630744950035846,5,1451,838,32,279609
48877,246,4.411168403844314,1.8648806728708054,4,845,651,30,379152
17094,202,1.6443232610735956,2.305444065988084,6,694,205,6,132126
67363,562,4.173203020039708,2.1517121411789057,5,2000,813,31,291402
59734,644,3.562341934721444,12.765840944540008,8,2000,814,21,321562
10900,98,1.8575820819976032,0.1630022646960534,9,124,107,2,39910
37923,214,2.734768835408901,10.553500774157492,1,605,623,106,211673
63978,428,1.3504969110342293,3.0524327819343213,9,1564,959,22,512738
18808,103,2.325523405198011,5.559055055956158,9,224,173,4,45701
12919,178,5.686641251581421,1.9698278565863192,6,400,217,7,42515
75005,417,2.2029234605348655,2.116937992871521,5,624,541,20,188783
63970,1290,5.025729486842599,7.401333518032768,7,2000,710,20,230014
