total_loc,file_count,avg_complexity,duplication_percentage,team_size,actual_effort_hours,actual_time_days,actual_cost
2042,8,12.049726169098436,11.639975582586523,14,298,4,37127
284321,1207,15.867436037350883,34.75836420083585,16,67826,953,6783692
178304,659,12.85136822729817,36.178112462499755,17,46804,636,1549898
181915,1522,7.2881490409518666,0.029908334821242555,6,14287,386,1376646
39581,401,10.921569051197816,23.765455659102052,7,7606,183,599229
194428,720,6.137079678754389,28.772024361004544,1,26122,3428,3152704
355749,1659,30.762932045688622,24.74987929830425,15,213529,3113,10074518
220430,1725,16.957206024782337,3.267190594654159,18,53593,707,4229043
281709,1195,19.507391137277438,8.708995951956089,13,94159,1493,3795712
215032,847,31.214883007053814,10.01361069525544,2,93931,6457,13571013
88592,434,21.8554345319754,33.268985252203585,19,31829,408,3858819
317337,1429,7.580453996921474,18.52797745235682,15,48008,700,5558074
289606,2013,34.144189865877266,19.473128477649475,12,137990,2299,15141210
28795,155,8.453089513353625,37.395721862180345,15,8652,126,649191
14307,79,4.406951358035906,25.48343555418862,18,2417,31,338444
436064,1664,31.996997173045585,35.94670806210655,14,191948,2913,5658475
158004,607,18.673922160134826,18.26035421366132,6,68204,1847,8486192
477001,1847,23.11936641452251,5.977450340731769,12,135351,2255,6494175
238567,4521,13.006929310799512,37.197423762963425,6,62959,1705,3911241
485508,2045,26.586833206007242,18.34820462670153,9,229324,4618,20071781
451570,1884,17.988553550875036,7.2652568751528745,4,77584,2909,9445475
433978,1976,35.82546715332496,12.09582961215689,17,190446,2590,24569350
168652,705,10.613969912262592,2.03210358755769,2,36499,2509,3499713
395040,1516,34.54709936321685,18.732023658255407,16,201364,2831,14577668
353911,2111,24.300977346093354,34.12512687640947,14,174381,2646,24944385
167481,954,28.37577588296199,37.343218240267575,8,75337,1647,3921122
220911,2721,26.090753879967693,37.30408830014575,14,98013,1487,12193042
20370,139,21.611558231665708,5.00920102514987,2,7922,544,788765
428294,2031,18.971908423156616,15.28215530044228,16,130072,1829,8974493
203696,831,11.856931012693902,1.1291503860282548,4,32657,1224,658947
249183,2389,12.099360602742856,34.20661379885891,1,49787,6534,3886269
235177,2784,30.56209805472807,14.350230480850952,14,92662,1406,5186625
27290,126,25.33817778751158,25.244681115689392,8,13633,298,457592
119374,2365,16.164112312356913,28.595937523091543,3,37502,1796,1116457
287933,3043,10.598393791397182,17.193786789726214,5,41428,1294,2700384
448845,7837,21.062215307346293,12.257693462009719,6,136562,3698,13645064
225286,2456,23.46668016997043,38.488516404637785,8,91017,1990,11730044
487962,5118,23.936931479918634,38.57952900095417,6,216831,5872,9510906
15985,108,23.945188786006856,11.577454721200876,6,4731,128,355788
307126,2039,36.07358184529018,19.185003869778324,4,211132,7917,14980722
86688,322,8.276590565018008,38.9137663464009,7,16973,409,1472258
5248,29,14.4348337701276,0.19473630622012905,19,1098,14,137520
218341,945,17.86535315570384,16.50712993516597,7,49321,1188,4536243
141007,1854,12.650423449719574,4.018301987238737,3,22204,1063,2887966
266353,2504,12.0718299848884,20.366318622504103,8,84548,1849,7390486
124461,551,5.394291378200117,0.986798181619486,1,20780,2727,2046833
30855,488,27.343560199487253,16.275937255625117,1,12244,1607,941071
187343,1091,16.92247223290321,8.827962991413404,14,58560,888,7437262
451515,2259,24.440270036501417,21.33233449834963,6,209645,5677,29370748
406832,2028,35.72795939782656,39.83974596402798,10,232759,4364,23994849
157042,2817,26.65326384796249,32.021444205069905,14,59714,906,7565866
173916,1332,8.262856659398341,33.82568366497686,4,37175,1394,1028648
305562,1461,23.50841906062453,25.410599494363236,6,119409,3233,16453906
314868,3608,20.122676019067214,1.6623939308903424,16,75174,1057,3349772
39798,177,24.91508110478412,8.271907041765765,1,15485,2032,826088
342863,1449,28.86000388074653,37.002582257882196,6,122615,3320,3302378
62129,210,22.264345935421087,14.644524717150048,9,20463,412,2977407
328684,3207,17.44948022891701,4.145469059231823,15,58056,846,7591484
493234,1924,34.208628181578376,28.096214634648078,12,213056,3550,29553849
231407,1285,7.147487572250975,11.978308957370185,3,29568,1416,3847923
290660,2027,11.44232214153285,10.754276516166868,11,57536,1013,4737455
24460,303,11.22227491635944,39.91909822233041,15,4875,71,683136
296235,1266,9.152115791009157,34.32555700106617,3,44442,2129,6489930
214420,1967,12.103234048506057,16.31751273471364,14,47123,715,4021180
365977,2561,32.39391850693963,39.21044831265996,2,276121,18983,11826599
243304,3706,33.3653745959123,26.004528936768544,4,149274,5597,15766458
377465,1507,17.382768317451525,29.68089807519041,19,149660,1919,21971132
461357,1909,17.898098315676307,1.2605217232884636,12,137935,2298,18397645
299039,1281,15.09766691514638,4.864210373922284,2,56879,3910,7510074
130195,1042,11.657753533174471,25.323405059849534,17,30972,421,4379327
416416,4459,10.370295283393217,35.96095930597936,3,87527,4194,11922384
297264,1419,33.825854043602135,24.949749043503825,10,197532,3703,23884901
234786,1349,11.892966105539523,5.360995772759671,16,41426,582,4696692
128648,1360,15.753078148360743,4.630401849852985,9,23538,474,1280931
283203,1278,6.9449795994880645,33.767435832963265,11,63502,1118,6399363
486761,1634,35.61591763653666,5.572093548316572,15,254620,3713,22353986
356040,1503,29.324362989192597,20.809278420161018,3,139274,6673,18391512
193214,822,32.32020502003739,1.4845327984920909,16,73483,1033,6166886
208111,723,27.829068896695574,3.226790695647095,12,65617,1093,2402012
284376,2823,15.785008849509893,26.89393070571459,5,60006,1875,1238909
260247,1359,13.393267403124284,27.567256417100666,7,55363,1334,5986041
91862,311,23.071012919045497,13.658776264337696,9,32621,656,2984432
424070,4643,20.040670475304484,8.62439060972179,18,118703,1566,7481277
276487,1228,22.949975456825882,32.54841083029232,8,96713,2115,4058694
114565,583,3.472766659767637,8.684129178795615,12,17977,299,1450258
334370,1700,9.482085348733783,21.68108278665519,2,36551,2512,1207544
18140,80,16.888470294267883,38.72835363451622,10,5861,109,373311
53028,187,18.476637746996786,5.914097514495351,19,12914,165,894908
301057,1225,28.813275389320964,37.63505069978835,9,122304,2463,9849193
259714,4055,10.02127426909489,7.315722122746746,8,46232,1011,3729105
315282,1197,22.187949428946585,22.697728320929183,1,103520,13587,5529079
446452,4196,15.56802168851897,15.080308478349785,6,132065,3576,17238104
110633,767,5.915347467318146,38.597144060073035,12,22452,374,1486786
369001,2230,20.284398027756083,10.941681160077476,19,145462,1866,7250749
200438,1177,9.745522794582659,15.986320083430146,17,31998,435,1371283
150659,948,10.444857367577239,39.31440471421682,2,42453,2918,2629334
173002,608,13.66912281621555,21.458815647538927,11,30130,530,867197
156076,689,11.643783621552691,20.10520462485014,18,30867,407,749388
400830,1928,11.556747624772445,10.311139528159652,11,67221,1184,6632594
341503,5467,10.437631100931366,28.054542412417657,18,77442,1021,7782079
362301,1312,13.850253041790877,0.5749180711111057,8,76722,1678,6816478
404691,1459,10.56003645082663,1.9805051880917413,15,53823,784,6410161
11523,47,19.397713570630888,23.974343485432108,9,3993,80,100182
21947,424,9.771414778758157,13.666982952738165,15,3516,51,498134
484185,7527,18.79633306530306,38.132654888038424,7,134446,3241,4350466
388543,3654,18.39881053289519,36.127627628911426,13,124448,1974,13393465
286603,3459,25.953151952081928,28.54825034706829,13,85042,1349,3175600
66703,445,27.582442563021225,32.72582324511205,1,36689,4815,4930550
381800,1360,30.649521044113513,26.693273986707734,4,187544,7032,16202437
161275,959,25.323847676527755,5.023284108406427,4,53726,2014,1649289
9837,184,15.244084382424628,30.62173478756811,4,2555,95,255944
46927,388,22.05890115205494,8.407678748753856,13,18823,298,398751
324173,5301,23.51356867297391,12.937714204007872,2,141415,9722,17094652
364667,6173,14.564605317409338,32.76936848409681,15,120334,1754,12584054
347309,2920,13.99524266449047,21.46102433573793,4,78838,2956,3755938
106287,893,11.72110819938322,34.39762856733637,6,18762,508,1289279
163493,662,30.683137458124587,8.521412793730567,3,69427,3326,1458999
295951,1007,22.79405037101205,24.31113754427549,7,112353,2708,12378929
421071,2948,30.70467593305421,3.351638901930465,6,198755,5382,12312247
496984,3161,20.989884034679882,25.722439741601185,3,176234,8444,16620022
127516,488,15.374077349291532,30.50136151102139,4,26947,1010,3890462
267479,2285,9.99098178048029,23.397235759148867,10,45492,852,2680874
20659,231,6.38073377682844,10.649260059952411,9,2554,51,379858
498062,1891,34.95458008995822,1.2537067543546687,6,254604,6895,26034453
179177,2907,21.54386031897758,4.777955358571431,11,56847,1001,2926001
384434,1875,18.47712151063075,24.89211916296105,7,129442,3120,9938702
368260,1933,31.647885060870834,37.37680867370055,18,218012,2876,25345836
431804,3163,16.785157263501507,8.261376158880257,4,60041,2251,4685727
341396,2650,36.13286825940591,29.401045964203952,5,137081,4283,3962461
317928,1308,17.358270624638923,34.65804252996166,4,93411,3502,3915646
319687,4464,17.1757576703856,20.835287137900444,4,87647,3286,10769073
167119,1530,13.387825260564451,26.77063183374631,13,48840,774,5093450
359651,1542,11.734253961804349,32.60061266704592,16,81942,1152,7708883
83344,445,5.88985727262836,10.427006309623742,14,9229,140,385687
28032,341,20.355686001489577,11.875826970721718,11,9165,161,1181446
165921,613,29.696843292183363,0.025100665138246825,2,62611,4304,9072096
122902,828,26.38313479787853,38.5237652359121,14,52175,791,1320826
118512,461,7.4623602266191815,36.70179578385379,7,14818,357,446675
439161,1778,25.60510153196993,30.582730550377214,11,188400,3318,25436672
399429,1937,12.05073483332256,3.163040839065925,4,74121,2779,9340861
56678,326,3.4471046647792463,17.900115587980324,7,5940,143,595968
49907,169,21.03332992215825,4.0756701588621125,16,15875,223,2267671
464056,5380,25.80053767673016,0.6368106905119442,6,171963,4657,17890338
51490,222,4.408486871132655,24.64731860850389,6,7513,203,361210
469388,4799,11.400998145773665,38.433176683207535,2,108289,7444,12423293
129973,965,32.3023959888707,36.114720937286,8,87524,1914,9097449
459261,3611,11.055838632323084,27.870192597416175,7,102934,2481,15249343
478507,1668,23.46145933845463,3.865623366594857,14,126285,1916,6037236
320785,1099,22.049651713623174,10.966561506892006,9,95122,1915,9295801
417509,4360,12.751304286212907,12.802269075411639,15,93364,1361,11336422
319214,5750,12.28707157475177,30.52600230982245,18,43064,568,2759015
226656,985,15.735465185900223,32.08996716940456,12,50535,842,3505024
169464,1096,26.477880410196214,15.404244919596817,19,74347,953,10068608
1515,20,15.735690297747736,16.715359864704386,13,455,7,33008
62313,282,20.745414362035884,1.7803615710468534,7,20059,483,2030277
28212,151,30.13430209762957,11.56546873675044,10,14273,267,1935432
100997,342,25.292097624083077,18.0514070871056,10,39014,731,1844482
402131,3763,21.639103446095312,4.679321855410303,2,91360,6281,13488760
243426,1612,18.815335732099914,18.13069843020085,14,66434,1008,7391045
113316,610,21.210710234189147,34.12703249031202,13,24508,388,2070823
129278,521,22.881151044148226,23.252840789002136,6,57907,1568,4402071
62792,335,16.776456849263468,3.157194201536493,9,11828,238,1704029
286477,1409,25.430515461634418,7.666852753210973,13,88378,1402,4131161
135730,1274,4.397042338008864,18.98177400634225,9,22674,456,1372203
194252,742,17.34410305300848,14.459485992872484,13,33771,535,2026700
282953,1800,14.748264206130827,14.34908078184395,5,48699,1521,2803641
269614,3163,10.138338912050202,21.170697925743607,14,53546,812,4332403
335118,1551,10.589208871454478,23.375836863578296,5,72724,2272,10806299
480420,4618,28.100972802825357,31.874462811047643,9,222569,4482,30167509
309184,4156,22.36809586742574,13.638662538499386,8,98341,2151,6159435
151956,572,11.393059392894706,32.21865132162347,7,41861,1009,3138449
280661,1700,20.270771704402918,13.544449164505302,8,92357,2020,9885200
338524,1426,22.04521714028984,2.217319557649353,3,105903,5074,2354193
106070,864,8.776660432719858,22.167506040191647,15,21667,315,2743475
271346,1099,25.337618794567867,23.516092995792583,8,100657,2201,13525658
394100,5053,31.528661335196624,37.3816098248744,1,314373,41261,41319943
904,6,23.970522685796052,29.042453042498977,7,189,4,12995
434659,1475,27.164805090400193,36.71090609977758,19,263794,3384,21119330
179498,722,19.427478893051408,36.33388840972038,2,71465,4913,1544393
422905,2426,11.227307147156452,24.182964410329685,14,90822,1378,6532044
275407,2040,14.85524766669657,21.1104826134579,18,67287,887,5373236
149956,559,6.703991956566927,22.297638686543998,15,23077,336,3182471
191672,1029,32.784311665475734,39.13323230708991,14,137738,2090,18762449
360786,1505,12.133044240547061,30.926707669878354,19,80949,1038,11785576
141432,592,8.230126885681958,4.2506361916958335,19,17717,227,2392922
235865,4328,31.515021931584272,31.137136271255997,17,147698,2009,3111419
343286,4208,35.23964022081728,6.821521955929035,19,222191,2850,22972307
51112,237,24.231282137812386,17.894021960225025,16,11306,158,326414
286218,3165,6.881102786507427,8.41838688706137,19,59846,767,3317698
286168,2513,6.762401857740347,27.58332262132919,1,37700,4948,3588285
200744,700,15.979802323836072,35.09238944772142,19,46002,590,5109892
273560,1439,10.629665730315883,11.614475414667238,7,36610,882,3847790
5309,22,1.639378122396321,3.2804296483275053,11,568,10,14982
163773,864,17.733393992730637,11.939723922998532,5,31174,974,1043347
184902,982,32.04683502480218,26.894474317287774,17,74324,1011,2728901
145028,1972,13.291327672170512,13.150405102177999,11,25952,457,827450
450113,3311,29.175339674432198,11.124486702152137,8,190841,4174,8238696
383932,3183,27.59346524084078,7.377407623370598,10,150851,2828,16518699
39265,265,9.066623006289865,19.900657074977342,12,8638,143,1105740
428532,1716,28.432972215892065,11.037953126287503,10,213609,4005,15624602
307750,2152,13.312685254319847,29.240413965579325,13,87994,1396,9684760
316576,1943,10.869734993729782,3.0648960796881086,18,49994,659,2299829
410816,2750,29.556435281231014,26.561321324452702,10,123701,2319,18125464
319735,4358,10.684483696013586,9.502400582710795,19,35168,451,2303492
22449,140,30.359347339091304,19.571170442064126,17,12532,170,1628692
201652,2038,10.35315963335665,11.443596881250425,16,41326,581,5905387
300388,3107,24.23787401993727,28.910747040431826,5,103675,3239,13727898
177115,2409,16.472162570965093,37.81228161006547,3,37370,1790,1073221
370963,2665,12.084466249764347,36.68307117879253,15,69071,1007,7220677
92693,387,3.6613333197449887,23.337048605763645,2,13258,911,472141
36687,308,19.792976186492165,18.504412130279135,13,11323,179,234795
138811,1083,27.172189349884654,32.732020377575274,8,76553,1674,2046403
387098,1837,33.16041418369558,27.333054505109196,17,192272,2615,26744918
277133,2800,20.541350719231097,7.342564568677314,4,73641,2761,10169841
189589,691,27.337988548289182,32.83676854452001,19,106763,1369,5269519
62377,346,21.7601068711678,17.15537557578841,9,11543,232,1051774
436841,2698,30.74020129747486,7.5594263988470045,15,196567,2866,28335855
312566,1649,21.536691151432606,11.271894015859697,9,88290,1778,7466843
94574,1033,21.26042046702169,10.701081209933694,9,32146,647,2287673
163621,804,27.63267149370565,20.768278984138405,14,76258,1157,6315865
37631,267,13.291261091153668,9.374803627115021,16,6497,91,797364
436660,1591,33.10658812515993,4.9426594960630466,17,176184,2396,14455208
116265,1260,20.49378844088282,4.947634024550429,13,17098,271,2082982
336607,1904,12.543269706752803,23.331047885563866,9,84247,1696,6412937
107384,538,3.8635205595129536,29.390371553975143,15,16464,240,868652
126417,2166,14.048194411575409,12.861320353533632,7,34806,839,2173337
286929,2036,22.592773520593855,1.386028392560683,1,76245,10007,2296274
300270,1287,31.360190213901163,5.088995477480429,1,150158,19708,12712308
174380,683,8.18468472406714,36.58778241348229,5,26267,820,1031095
482180,3758,33.849584082823796,19.74174638357812,9,116350,2343,14602054
447587,1792,34.97900233594958,18.14291238460699,12,236624,3943,17670317
281842,965,11.006777123024179,1.5219671324036366,6,41317,1119,4935328
413474,1564,33.96571525982235,29.145480892675963,13,185886,2949,26782428
15754,198,30.06723346744097,21.122723237283157,8,8638,188,1126672
44738,190,22.97308610039889,8.083237443460831,15,17383,253,2497768
1752,13,23.79336077292465,4.402950407242288,6,559,15,52451
302408,1017,35.88620275920733,15.33551454527994,6,157959,4278,6554062
340353,1986,25.366016265252416,33.48647856780103,4,147165,5518,20838780
431157,5348,18.55184507847123,34.61178236804098,11,119864,2111,15930593
485950,2100,35.007394188205616,24.113855215825456,18,306333,4041,40550429
316326,2419,25.146607547837306,29.101457089205706,3,89617,4294,9869132
322138,1076,24.29742728790774,4.606231496114814,3,81026,3882,8203000
81817,277,9.99177110990711,23.525042618714195,12,13132,218,287776
327859,1531,29.49087381790371,26.67862813948727,6,172920,4683,20274356
79087,959,4.950090999942791,8.02851371655169,6,9548,258,304577
498901,2250,37.78234505304518,35.20618931641036,8,428828,9380,23057061
7449,101,10.597860362344058,7.79986950084079,15,1485,21,136165
239397,4174,9.493404930909723,12.539094393858017,18,34016,448,2677917
318037,1243,20.189369459970145,24.822273880938344,16,114570,1611,2526345
205125,2002,6.334127368439462,25.534002605229233,6,30136,816,3830829
138513,956,23.624419633684024,27.97538963949469,17,57756,785,7753403
26434,90,27.707139802915332,4.480468522728227,9,11346,228,1232668
417102,3107,33.622667207016754,33.978577197142215,19,297689,3819,26892873
256934,2070,9.83239472998855,21.313885291330394,18,49639,654,7192488
455602,1629,13.773902976124225,18.852871764202735,5,134375,4199,4782985
338389,4355,31.35737998740366,39.243904980540385,6,206265,5586,23911952
476967,1988,37.34271396349036,29.615131877640792,12,312888,5214,11478884
357100,1202,21.501425065171187,4.720241064774995,11,95427,1680,6645519
316057,1147,21.79130239049921,30.26156668904963,16,98958,1391,9511148
450516,2115,19.23991920018605,3.8099573589147795,17,124339,1691,14401117
359883,2800,34.13134842943601,1.0988225005193941,9,164515,3313,3369776
304962,2684,25.801424253478324,16.145035810795886,1,121340,15925,6537523
251375,986,14.386795737853687,39.743126912768744,3,74674,3578,6718124
463889,1718,18.942483260573297,6.995357447794506,9,126232,2542,11269182
70890,390,28.26260211884447,26.905773741071602,19,45255,580,4656351
183901,1655,5.073406693268822,6.935842648244774,13,21048,333,1252376
253990,3246,15.438870609072513,28.99147899833544,14,72763,1104,6568228
43588,607,17.9481037552747,20.214146729513047,19,11547,148,515830
248440,1081,10.267106400880415,27.19886840357505,7,25129,605,1113048
365840,2359,10.987663871788104,8.114927036569384,4,61859,2319,5873717
433527,1568,33.31355360162624,29.825133300820077,12,197131,3285,21509246
318123,1354,33.30018727080671,39.82476238490827,14,189054,2869,6740152
216964,2218,29.223866203147495,26.62602002503839,2,101643,6987,3655355
218941,1076,31.443668802383083,19.739199922915105,1,113934,14953,10651615
282607,1778,22.692387160692775,36.92695954477059,18,98962,1305,5454038
317767,1635,30.910825508719917,0.634073689275052,8,116321,2544,8260173
126411,539,14.665456513341912,29.196940771432843,3,36621,1754,2640275
365112,1451,27.624007982892117,35.54986067255251,6,145154,3931,6272376
224277,859,34.16177041028577,2.4669833448382983,13,64473,1022,1300478
336121,2961,14.268523991334696,18.002566816630328,9,78862,1588,10323803
277032,4794,17.847732642441336,8.188778157999955,9,83622,1684,9445126
6069,25,15.042753941992483,22.660726623513202,9,1697,34,186279
70336,918,6.4091691235815,25.981718344146422,15,11733,171,1068238
105073,816,5.4515797034866464,12.1049273171502,13,17951,284,1994823
430302,8444,33.66800312332711,18.399266787124034,16,270368,3802,38294785
258590,1173,34.498836812,11.17357941106238,2,120482,8283,12835861
143587,1564,15.6087668510601,14.775646578204551,14,35655,541,1941838
45502,212,4.4518852496449455,6.381598267536943,6,5949,161,560234
248166,832,7.871861060026719,35.42237774342526,2,45578,3133,3532394
137826,2021,29.604747984448665,0.40041642236545716,8,64048,1401,5913839
410860,5931,22.667813242102717,35.29636745775154,4,154020,5775,13444307
155786,1153,13.396512180309365,22.86715513398954,14,31764,482,4181437
499370,1873,24.804776865942586,13.2663137670807,11,85182,1500,8921452
212291,2043,14.476638746078073,28.92228501841319,14,44805,680,1995552
203346,1451,19.24895748392098,20.31008607450657,12,44236,737,1247109
137662,2050,28.680375510620166,19.96434632430426,16,59690,839,4486735
143209,594,21.040919760800776,4.4056913167586575,6,29814,807,656783
153987,1012,24.224699411495088,15.580641037816347,1,60938,7998,3740292
24571,102,12.066869610795761,9.642573834269466,12,5666,94,384397
58743,212,23.591530476805044,0.6278362238511859,7,17460,420,1201711
388471,3590,28.101315461501798,14.40398523128453,8,127228,2783,18742656
370859,1472,11.884477934809638,3.59288517702419,9,69264,1394,4121700
172812,2667,21.062882740351956,10.273201509007407,2,69990,4811,3813025
257718,938,13.599921392982981,3.700664847323778,17,65558,891,2413814
215379,1012,28.626354419374188,4.037665022255954,13,58568,929,5062099
364214,1356,20.636473545541243,7.960451776607531,5,73107,2284,2922646
427150,8534,38.388840790698126,39.99396977945601,10,201081,3770,20131890
332368,3602,10.329872700229949,0.08736571428995088,12,40389,673,1622457
378003,2563,31.190148019464598,25.54690544481621,17,199300,2711,18927028
338341,2335,27.304170272722537,5.649747921062294,6,109778,2973,13987363
29232,274,23.842106087130457,36.82512546843103,3,9999,479,255256
121965,838,12.357664069223233,3.745315733345169,15,26711,389,1991761
405030,4926,23.370180192089617,38.20252748504946,7,182309,4394,14573118
417670,2726,32.45214707198754,24.437055499339117,6,143256,3879,17597478
57608,229,8.895858617004794,0.05072307661960984,4,10044,376,811846
480760,2831,17.17016270687091,35.76028791667224,19,159896,2051,14994991
481221,8829,26.604897645553038,20.868472054676733,5,216218,6756,26563798
111695,718,18.417243806365818,10.506789413219382,3,25811,1236,2394450
365725,6439,16.500111641975053,30.691167100625204,9,99084,1995,6596906
37168,127,10.38755386521986,37.0666221554748,6,4862,131,151497
285705,3490,14.771609732990399,19.347632925871757,13,79111,1255,9088986
341896,1506,30.21176979795614,12.622138977724436,4,118887,4458,15841450
40249,137,20.71010510131136,31.55780495739707,2,11467,788,1675424
131060,510,27.76129831889733,27.271419911538185,4,48301,1811,6784261
367324,1633,36.63519782110663,35.550099350010896,8,326198,7135,40339056
148479,571,17.720344591887606,27.70056051044772,13,37515,595,3888480
150349,508,5.941102560758017,9.741133555981452,10,24496,459,2978464
224801,1094,6.890697001949027,37.26636999036076,18,40271,531,3067477
52245,275,10.619186138876955,4.193429888239653,9,7245,145,705089
371108,1792,35.465953091221074,10.717710004273915,1,151979,19947,9928936
92365,504,18.020478594155374,20.807784308955423,13,22600,358,1411871
375072,1796,16.383248966323745,22.629681042836054,18,97029,1280,11485315
213390,1313,16.843637040819566,0.6124234650762173,15,52675,768,4161918
24124,230,18.841738114735453,31.2229090328376,2,6904,474,328498
23821,297,20.411960085997425,14.46429273701558,11,6337,111,293098
404204,6025,13.547745783704247,16.25674164008551,14,71936,1091,9473424
285218,2462,35.0382786198101,32.37478177747783,15,131340,1915,14199018
398956,6483,24.777514582500878,15.171335669101783,14,106827,1621,9719760
174793,911,8.4308212159761,1.8889950597901928,16,30316,426,2186451
404194,3341,34.99930234703788,7.057590818814012,15,176609,2575,13423389
259627,1013,8.357054501303436,38.23612689552729,19,46340,594,1272801
187217,2730,31.06866756214787,2.8162144961005664,9,66411,1337,5255654
412978,3874,38.159964032380486,14.197248038720648,5,223408,6981,27570588
381475,1640,28.942022175538614,20.127166682053783,5,181159,5661,12760521
184368,923,27.0303294111457,19.7312330935424,11,68124,1199,4759521
136004,2056,13.501862257557104,0.1583977204857101,4,26167,981,576803
95757,355,30.22086872928408,20.046509258299615,18,56953,751,4528821
64791,240,17.65752501714266,15.35089831909637,3,14229,681,331448
210676,1588,26.45278495132909,38.88317341898229,4,89187,3344,8396548
190971,1413,31.618543761427105,6.366363359753193,14,93052,1412,7991476
390244,1312,37.08509930328974,14.1661678703798,7,282954,6821,36557969
473430,2292,34.631526341303555,16.77925940359279,8,187311,4097,17912828
313072,1712,16.04894770247887,15.627741484037951,16,50320,707,3122132
219303,844,33.41593798001039,26.6332331060745,15,120095,1751,10461479
394018,3247,27.09582640606358,8.620514301910752,7,143657,3463,15940443
476274,3027,37.514111814206835,8.842862112559672,17,292836,3983,9433797
393771,3367,28.482465748616207,29.168437940034124,12,204092,3401,20560152
111817,452,12.146269893583893,20.011620747127186,18,23039,303,3206139
140289,725,14.536491200141663,16.606227042292417,14,38672,586,2277275
390093,1816,24.76554153598527,6.768122067090072,15,112299,1637,11393998
291343,2576,29.73729040523658,7.5010889164866645,15,123768,1804,15690419
74186,706,11.705213988869714,0.4220654726360218,5,9525,297,824244
68161,396,19.17542381789157,3.6570507544683695,16,17131,240,1941581
44747,190,11.918064813715644,22.273547787609644,5,6615,206,399753
245621,1354,29.569732734418107,35.674925200336396,2,97539,6705,5831622
148320,2550,17.501514719270563,11.486590605222297,9,50154,1010,5355741
367757,1376,10.580101978733671,13.109889035845125,9,42067,847,4699016
267265,4038,11.160823122964555,4.624224424460488,4,43919,1646,6228208
146606,507,5.704155360969336,15.545237824284111,15,24371,355,1199760
259430,4609,20.66838543441543,1.4888681827731665,11,99531,1753,8048901
398842,1783,12.060621623098587,36.70402785047601,1,97156,12751,5107175
136694,1937,7.043939109979331,26.924453924981147,18,24007,316,730100
280674,1010,33.903879541112936,39.629952375728756,1,173732,22802,12581665
345482,2079,33.216637093105604,35.31292650713975,8,243256,5321,16694780
347361,4116,21.057731307529615,18.919623747926106,16,119516,1680,6592076
449374,3323,38.57583430465597,20.787401246015076,18,246142,3247,14426219
39138,429,1.7881693169492303,7.623041860687754,9,5363,108,358535
329711,3558,25.39962423192842,18.481573713582225,12,113574,1892,16871291
118533,412,21.24707714378423,36.12111493971247,19,29481,378,3590329
106477,660,16.395388620226758,2.034136945432845,18,15851,209,464151
89369,361,14.298871215094493,34.54227211993239,5,22281,696,2972590
105686,503,16.31983092893762,13.63791206570439,2,26167,1798,2677654
297318,1356,18.980212646310733,35.980510603852395,7,116700,2813,15845197
167426,2019,25.532801846986683,37.63519625365939,10,83731,1569,5394140
46771,430,5.860727614225238,26.83459548007624,15,7498,109,602745
336332,1363,13.458177397142773,26.576951463707115,7,94683,2282,12925130
432234,1476,14.879708623380283,18.110173508349604,5,101748,3179,5640350
373720,3230,16.086046968516673,33.4216089817483,15,78075,1138,10853605
141839,1203,19.069274144665915,38.464510337331326,15,33372,486,4261770
222397,1322,8.672993672808342,31.003272013564768,10,52670,987,7767378
1562,5,26.20814956446862,24.87746935026837,14,355,5,22064
248236,2117,14.588204407945696,24.27171583285347,10,58009,1087,2938034
50948,335,6.732561636592528,33.97879606334649,17,14173,192,893078
95962,351,22.512257978349055,21.648150630851934,14,36180,549,5213699
399945,7883,10.10340271738026,32.15439544995291,2,78649,5407,4978444
450509,7515,27.98926838135076,20.35541020696983,16,127598,1794,11927546
246385,1225,26.175454489618495,2.497770998956965,13,110468,1752,8006533
48415,174,8.200879410214856,15.35788035616621,9,9746,196,696922
267276,2436,7.562478129865394,17.77763830685995,7,48602,1171,2193856
105092,627,13.64755540866404,5.664689799464688,16,20739,291,1862784
135168,831,6.562592677016157,4.099853167568512,10,20218,379,2636883
372423,2213,11.826317640526774,21.418597986278165,9,74590,1502,1971641
399884,1944,16.37125571190107,3.405745462243286,7,71272,1718,9664444
108599,648,11.740549814176019,12.117806715603358,16,24548,345,2614643
8061,49,16.530359889621195,29.78387903852304,9,2233,44,223692
467510,2773,30.02356467958738,38.57728718271923,17,274159,3729,27790683
82652,418,19.84339728523536,28.714823222077143,7,26175,631,1531632
125536,681,7.813169781395987,39.70502193811481,11,26359,464,1949743
386693,1467,13.724354941126165,27.933518851176107,8,92498,2023,11461214
27234,436,27.02898824399452,11.751778826173101,7,10212,246,610979
400087,1548,25.193957136859296,26.882101620214478,19,162231,2081,13157360
26569,101,26.75957715403298,28.086270607876152,12,18329,305,413359
211477,1744,16.004388828276355,14.869079384658423,7,59259,1428,6836271
13410,80,19.085800215508392,0.7085540243755606,8,4989,109,370689
336123,2105,22.90869906558371,28.127991391019478,7,124149,2992,10961939
471451,4505,19.683601204793412,0.8680038110216648,6,111680,3024,3898705
81764,548,16.262825788974265,25.247523122402846,9,17117,344,2549112
23775,389,16.047735427981028,6.544659549702203,13,7047,111,418033
72774,609,8.277838267943679,22.624141109921734,7,10304,248,1056661
475165,1869,19.638600798925214,20.156521015224,8,194242,4249,18561906
